streams,acousticness,danceability,energy,liveness,speechiness,valence
395899340.00,0.35,0.51,0.57,0.34,0.20,0.22
504372.00,0.10,0.73,0.69,0.11,0.07,0.76
225860611.00,0.15,0.71,0.77,0.25,0.17,0.71
99249738.00,0.30,0.92,0.48,0.10,0.07,0.87
8730237.00,0.01,0.88,0.55,0.03,0.18,0.69
522960720.00,0.00,0.51,0.80,0.09,0.06,0.35
7541564.00,0.03,0.82,0.48,0.31,0.09,0.09
247859027.00,0.11,0.78,0.58,0.13,0.14,0.27
677725.00,0.22,0.84,0.48,0.09,0.16,0.60
720376.00,0.01,0.35,0.83,0.17,0.05,0.30
14764484.00,0.23,0.61,0.85,0.23,0.06,0.82
4760084.00,0.22,0.63,0.63,0.23,0.03,0.28
11496779.00,0.14,0.86,0.73,0.20,0.09,0.80
1633022.00,0.08,0.90,0.62,0.14,0.20,0.50
122638796.00,0.02,0.86,0.76,0.34,0.07,0.45
1630610.00,0.04,0.91,0.71,0.16,0.24,0.55
754554.00,0.48,0.70,0.60,0.14,0.25,0.26
774927.00,0.26,0.75,0.56,0.12,0.23,0.15
21945232.00,0.80,0.40,0.30,0.08,0.11,0.17
1897087.00,0.69,0.53,0.33,0.11,0.05,0.11
4039394.00,0.11,0.58,0.68,0.26,0.03,0.52
24241041.00,0.15,0.81,0.45,0.11,0.25,0.36
3223536.00,0.06,0.71,0.61,0.12,0.05,0.41
71320702.00,0.20,0.74,0.96,0.34,0.13,0.95
4692387.00,0.38,0.73,0.43,0.09,0.14,0.39
498105.00,0.17,0.68,0.61,0.08,0.08,0.45
93185337.00,0.21,0.74,0.48,0.09,0.05,0.80
8771023.00,0.01,0.57,0.64,0.11,0.20,0.88
3871179.00,0.02,0.75,0.58,0.19,0.15,0.12
15789325.00,0.00,0.72,0.71,0.35,0.29,0.51
91988027.00,0.12,0.72,0.80,0.20,0.04,0.31
26172886.00,0.19,0.85,0.70,0.10,0.06,0.08
8864110.00,0.01,0.85,0.40,0.10,0.31,0.15
14118525.00,0.19,0.60,0.51,0.33,0.11,0.27
712566.00,0.64,0.59,0.23,0.02,0.05,0.18
6376510.00,0.03,0.96,0.56,0.13,0.05,0.34
645104.00,0.10,0.57,0.94,0.13,0.03,0.51
1353253190.00,0.16,0.60,0.45,0.11,0.02,0.17
68965779.00,0.08,0.79,0.73,0.32,0.04,0.49
307203347.00,0.04,0.76,0.54,0.09,0.03,0.75
542523190.00,0.01,0.60,0.81,0.16,0.05,0.30
355938582.00,0.02,0.91,0.41,0.10,0.12,0.42
22062387.00,0.07,0.61,0.65,0.10,0.05,0.37
45354784.00,0.94,0.32,0.06,0.39,0.05,0.08
91173895.00,0.37,0.71,0.47,0.11,0.04,0.38
39483663.00,0.01,0.38,0.96,0.29,0.07,0.16
58569286.00,0.08,0.72,0.87,0.08,0.12,0.55
94814741.00,0.15,0.79,0.69,0.28,0.07,0.51
1904167.00,0.09,0.65,0.80,0.15,0.18,0.30
13012023.00,0.93,0.28,0.10,0.16,0.03,0.14
700247535.00,0.93,0.35,0.30,0.10,0.03,0.12
2020103.00,0.02,0.65,0.83,0.14,0.17,0.44
102232830.00,0.13,0.77,0.91,0.42,0.10,0.95
3568174.00,0.13,0.49,0.56,0.13,0.03,0.09
6637494.00,0.02,0.81,0.57,0.25,0.31,0.10
991321.00,0.30,0.66,0.68,0.36,0.06,0.66
5180339.00,0.59,0.58,0.50,0.33,0.03,0.34
16651515.00,0.09,0.64,0.72,0.09,0.04,0.43
2915120.00,0.25,0.83,0.57,0.22,0.04,0.48
1895562.00,0.00,0.59,0.79,0.12,0.04,0.49
56668897.00,0.22,0.82,0.52,0.10,0.09,0.88
5624975.00,0.01,0.79,0.79,0.10,0.06,0.53
5889120.00,0.02,0.79,0.56,0.22,0.35,0.48
30420255.00,0.32,0.56,0.50,0.08,0.26,0.32
42578129.00,0.07,0.62,0.80,0.31,0.11,0.76
2689530.00,0.83,0.51,0.61,0.11,0.06,0.18
3639700.00,0.88,0.47,0.31,0.10,0.04,0.31
11194745.00,0.32,0.90,0.28,0.11,0.36,0.47
203823993.00,0.07,0.68,0.66,0.35,0.04,0.61
19687028.00,0.99,0.64,0.34,0.34,0.97,0.56
440604.00,0.07,0.33,0.94,0.15,0.06,0.33
935531.00,0.14,0.40,0.75,0.36,0.04,0.62
34528615.00,0.54,0.52,0.48,0.19,0.03,0.28
954824.00,0.01,0.80,0.85,0.39,0.18,0.71
8958462.00,0.94,0.34,0.23,0.19,0.05,0.43
616394.00,0.03,0.73,0.92,0.15,0.10,0.59
946528.00,0.96,0.48,0.49,0.15,0.16,0.46
10205577.00,0.06,0.76,0.75,0.08,0.07,0.49
64840844.00,0.16,0.65,0.80,0.12,0.17,0.79
1146583.00,0.14,0.67,0.75,0.19,0.04,0.48
512884.00,0.00,0.56,0.69,0.09,0.13,0.35
1023224.00,0.39,0.56,0.57,0.10,0.09,0.63
87946082.00,0.01,0.83,0.43,0.17,0.43,0.28
18985994.00,0.31,0.70,0.54,0.09,0.05,0.48
234625573.00,0.00,0.51,0.73,0.09,0.06,0.33
1876958.00,0.46,0.60,0.11,0.15,0.95,0.31
212301309.00,0.16,0.77,0.84,0.09,0.06,0.60
2280686.00,0.31,0.71,0.75,0.18,0.28,0.49
14134159.00,0.30,0.57,0.59,0.69,0.05,0.73
1034856.00,0.43,0.68,0.61,0.14,0.04,0.12
5311922.00,0.41,0.77,0.49,0.10,0.03,0.52
94962901.00,0.07,0.59,0.87,0.14,0.03,0.52
28933276.00,0.76,0.57,0.24,0.29,0.03,0.24
31745635.00,0.03,0.79,0.64,0.09,0.34,0.39
8618214.00,0.05,0.69,0.78,0.14,0.13,0.69
427921.00,0.04,0.65,0.82,0.33,0.38,0.45
28462841.00,0.48,0.78,0.48,0.11,0.04,0.13
563811.00,0.03,0.76,0.72,0.17,0.05,0.16
20449190.00,0.01,0.70,0.82,0.02,0.03,0.92
81325353.00,0.01,0.94,0.59,0.13,0.13,0.24
76607449.00,0.10,0.76,0.63,0.11,0.06,0.50
30534072.00,0.08,0.80,0.60,0.10,0.06,0.42
27549846.00,0.19,0.71,0.61,0.10,0.04,0.66
2758914.00,0.05,0.27,0.95,0.16,0.26,0.52
9018443.00,0.00,0.51,0.56,0.59,0.05,0.20
82414920.00,0.24,0.76,0.30,0.29,0.03,0.15
8374693.00,0.28,0.70,0.78,0.08,0.16,0.35
1270100.00,0.47,0.78,0.47,0.36,0.43,0.69
603815.00,0.15,0.49,0.54,0.31,0.08,0.38
768878.00,0.00,0.84,0.69,0.34,0.04,0.15
1955580.00,0.04,0.68,0.66,0.05,0.34,0.84
681168.00,0.00,0.66,0.76,0.06,0.21,0.70
4360886.00,0.15,0.72,0.79,0.03,0.24,0.43
864889.00,0.12,0.66,0.74,0.34,0.21,0.53
875026.00,0.05,0.53,0.64,0.11,0.04,0.20
91337357.00,0.53,0.78,0.77,0.15,0.04,0.56
161934743.00,0.35,0.51,0.57,0.34,0.20,0.22
634423.00,0.75,0.60,0.32,0.11,0.17,0.20
92853630.00,0.06,0.54,0.67,0.10,0.21,0.67
52226878.00,0.10,0.77,0.93,0.08,0.20,0.90
49756513.00,0.39,0.67,0.42,0.06,0.08,0.45
852238.00,0.05,0.85,0.71,0.13,0.09,0.77
2838311.00,0.05,0.57,0.79,0.09,0.05,0.30
32788806.00,0.04,0.90,0.44,0.14,0.40,0.53
155719297.00,0.02,0.71,0.61,0.06,0.06,0.31
12684375.00,0.43,0.65,0.31,0.18,0.05,0.30
7994035.00,0.42,0.50,0.47,0.10,0.03,0.14
9537535.00,0.47,0.47,0.49,0.12,0.03,0.23
2996120.00,0.38,0.54,0.50,0.42,0.46,0.71
123997141.00,0.08,0.67,0.53,0.09,0.31,0.20
9589051.00,0.58,0.49,0.51,0.10,0.12,0.34
113943791.00,0.02,0.64,0.81,0.08,0.33,0.91
675439.00,0.16,0.84,0.49,0.08,0.23,0.28
49191822.00,0.09,0.69,0.47,0.10,0.04,0.25
19646409.00,0.03,0.88,0.66,0.72,0.31,0.72
21458492.00,0.05,0.55,0.73,0.26,0.62,0.63
211208832.00,0.14,0.70,0.66,0.19,0.12,0.79
764545.00,0.24,0.76,0.59,0.11,0.22,0.24
829144.00,0.02,0.40,0.50,0.13,0.04,0.24
1018783.00,0.01,0.86,0.40,0.12,0.07,0.60
7292777.00,0.22,0.70,0.76,0.08,0.04,0.54
766914.00,0.59,0.75,0.44,0.18,0.06,0.44
3653323.00,0.06,0.91,0.60,0.11,0.24,0.70
753205.00,0.02,0.50,0.83,0.06,0.12,0.45
36480981.00,0.03,0.77,0.74,0.12,0.10,0.82
590226.00,0.00,0.48,0.89,0.09,0.04,0.80
1080793.00,0.20,0.50,0.61,0.17,0.45,0.20
5839878.00,0.31,0.69,0.77,0.20,0.11,0.63
9159714.00,0.04,0.68,0.67,0.13,0.03,0.57
5658771.00,0.01,0.41,0.93,0.96,0.08,0.40
8684514.00,0.17,0.67,0.71,0.14,0.04,0.36
81995004.00,0.01,0.70,0.84,0.12,0.09,0.62
41068193.00,0.13,0.57,0.59,0.11,0.25,0.38
919789.00,0.84,0.34,0.21,0.10,0.03,0.17
3227840.00,0.09,0.65,0.77,0.12,0.05,0.48
255474652.00,0.15,0.68,0.50,0.09,0.08,0.42
660451.00,0.01,0.66,0.62,0.10,0.16,0.65
8688710.00,0.02,0.58,0.75,0.65,0.06,0.79
938634.00,0.14,0.76,0.67,0.08,0.18,0.53
12537713.00,0.03,0.66,0.75,0.08,0.03,0.83
3079434.00,0.00,0.84,0.70,0.19,0.42,0.41
21473622.00,0.03,0.60,0.86,0.40,0.30,0.47
2686793.00,0.07,0.95,0.57,0.12,0.23,0.42
828466.00,0.02,0.79,0.68,0.17,0.10,0.75
878253.00,0.00,0.87,0.55,0.14,0.27,0.52
82938894.00,0.01,0.75,0.35,0.09,0.33,0.11
28324992.00,0.56,0.60,0.71,0.34,0.03,0.89
43970634.00,0.67,0.62,0.80,0.11,0.17,0.62
927123.00,0.41,0.66,0.67,0.13,0.26,0.45
585750.00,0.16,0.53,0.69,0.50,0.74,0.31
108999806.00,0.22,0.66,0.70,0.26,0.08,0.34
1044473.00,0.10,0.63,0.64,0.14,0.05,0.41
177193946.00,0.34,0.70,0.59,0.12,0.08,0.48
33402490.00,0.05,0.59,0.67,0.06,0.07,0.44
6300947.00,0.43,0.63,0.77,0.69,0.30,0.52
566038.00,0.05,0.76,0.57,0.09,0.08,0.42
10023057.00,0.02,0.35,0.65,0.33,0.09,0.17
290176541.00,0.15,0.76,0.60,0.11,0.22,0.76
935620.00,0.34,0.59,0.60,0.20,0.04,0.23
32221641.00,0.59,0.81,0.76,0.25,0.11,0.43
687139530.00,0.01,0.82,0.54,0.10,0.06,0.16
457635.00,0.21,0.56,0.59,0.13,0.03,0.14
971896.00,0.05,0.76,0.76,0.21,0.08,0.28
93776181.00,0.01,0.51,0.84,0.22,0.04,0.44
2731861.00,0.01,0.69,0.78,0.22,0.06,0.28
5858865.00,0.57,0.87,0.51,0.07,0.07,0.87
27036070.00,0.34,0.65,0.86,0.09,0.17,0.70
12546385.00,0.07,0.63,0.60,0.10,0.09,0.73
17957104.00,0.17,0.71,0.48,0.24,0.05,0.06
63891319.00,0.06,0.80,0.65,0.10,0.12,0.39
17961130.00,0.27,0.59,0.78,0.16,0.09,0.52
7308153.00,0.13,0.70,0.57,0.16,0.17,0.38
18300306.00,0.09,0.54,0.93,0.31,0.03,0.80
2010130.00,0.01,0.66,0.57,0.09,0.04,0.12
136032826.00,0.32,0.83,0.45,0.11,0.20,0.84
39422826.00,0.06,0.44,0.74,0.10,0.11,0.21
20884227.00,0.01,0.75,0.70,0.14,0.10,0.54
6330161.00,0.04,0.83,0.47,0.08,0.04,0.55
19154120.00,0.78,0.82,0.62,0.10,0.08,0.25
15069185.00,0.02,0.64,0.95,0.11,0.04,0.40
21679704.00,0.25,0.76,0.44,0.09,0.06,0.22
540193.00,0.19,0.54,0.66,0.07,0.10,0.41
17018761.00,0.44,0.49,0.56,0.16,0.06,0.26
528382.00,0.50,0.59,0.63,0.15,0.10,0.38
53593299.00,0.03,0.72,0.62,0.09,0.05,0.46
877271.00,0.83,0.39,0.41,0.17,0.04,0.21
74875237.00,0.32,0.77,0.71,0.07,0.34,0.72
479113.00,0.01,0.75,0.55,0.38,0.38,0.44
1630021.00,0.04,0.90,0.75,0.25,0.28,0.41
27934405.00,0.76,0.74,0.37,0.29,0.10,0.24
735427.00,0.94,0.41,0.23,0.17,0.04,0.19
202530865.00,0.06,0.68,0.73,0.19,0.15,0.63
30928084.00,0.82,0.55,0.31,0.11,0.03,0.25
1060011.00,0.52,0.58,0.31,0.12,0.03,0.10
7601355.00,0.75,0.43,0.26,0.07,0.03,0.23
31217098.00,0.30,0.48,0.72,0.11,0.17,0.37
63202127.00,0.03,0.72,0.81,0.17,0.06,0.50
29757705.00,0.31,0.70,0.69,0.12,0.11,0.50
16016955.00,0.12,0.77,0.56,0.07,0.05,0.54
529840.00,0.10,0.51,0.63,0.06,0.06,0.16
9227834.00,0.07,0.77,0.80,0.09,0.07,0.39
293824723.00,0.98,0.50,0.10,0.09,0.06,0.21
640954.00,0.46,0.89,0.84,0.06,0.15,0.96
13092807.00,0.02,0.71,0.45,0.07,0.04,0.24
1053892.00,0.00,0.52,0.58,0.23,0.04,0.04
235851201.00,0.11,0.79,0.74,0.18,0.09,0.74
172267436.00,0.58,0.73,0.32,0.09,0.32,0.32
1302277.00,0.41,0.70,0.53,0.14,0.04,0.62
35344003.00,0.12,0.80,0.79,0.14,0.06,0.52
731337.00,0.07,0.82,0.69,0.09,0.10,0.58
21830592.00,0.03,0.71,0.96,0.11,0.06,0.64
11699933.00,0.44,0.66,0.43,0.13,0.22,0.09
142523031.00,0.37,0.69,0.58,0.25,0.08,0.49
6458817.00,0.19,0.89,0.64,0.08,0.05,0.43
48096919.00,0.08,0.73,0.53,0.09,0.09,0.56
523084243.00,0.33,0.74,0.45,0.09,0.43,0.33
930721.00,0.03,0.45,0.69,0.11,0.04,0.31
9370410.00,0.10,0.64,0.94,0.88,0.05,0.76
5763978.00,0.01,0.48,0.66,0.18,0.07,0.07
926457.00,0.00,0.61,0.93,0.16,0.06,0.43
8910474.00,0.02,0.77,0.68,0.26,0.05,0.22
66526928.00,0.07,0.54,0.65,0.07,0.04,0.47
830791.00,0.11,0.60,0.77,0.11,0.05,0.21
2084847.00,0.04,0.64,0.67,0.09,0.15,0.49
18126954.00,0.82,0.30,0.35,0.11,0.04,0.19
841752.00,0.29,0.84,0.56,0.10,0.28,0.48
240223088.00,0.01,0.73,0.43,0.05,0.05,0.84
560838.00,0.00,0.74,0.53,0.35,0.04,0.13
3154111.00,0.12,0.93,0.58,0.12,0.37,0.62
948736.00,0.26,0.66,0.54,0.10,0.52,0.40
823686.00,0.82,0.66,0.33,0.11,0.16,0.35
161841097.00,0.35,0.68,0.51,0.12,0.10,0.50
670987.00,0.04,0.88,0.55,0.12,0.39,0.43
16905037.00,0.46,0.65,0.54,0.11,0.10,0.44
7973409.00,0.98,0.36,0.14,0.11,0.04,0.33
158377041.00,0.04,0.66,0.71,0.08,0.11,0.69
3002162.00,0.19,0.88,0.69,0.09,0.11,0.92
508981.00,0.23,0.84,0.49,0.10,0.37,0.49
1331067.00,0.46,0.68,0.46,0.10,0.04,0.23
3883891.00,0.01,0.74,0.76,0.11,0.05,0.71
722368.00,0.21,0.65,0.77,0.36,0.03,0.95
32337263.00,0.03,0.80,0.84,0.29,0.05,0.80
11723395.00,0.15,0.88,0.81,0.16,0.30,0.91
719969.00,0.07,0.60,0.44,0.14,0.28,0.30
25737597.00,0.15,0.59,0.87,0.07,0.09,0.30
15719311.00,0.05,0.83,0.65,0.15,0.31,0.41
697014.00,0.07,0.69,0.63,0.09,0.16,0.50
10999294.00,0.88,0.56,0.39,0.11,0.04,0.32
699242.00,0.28,0.51,0.75,0.17,0.33,0.23
659343.00,0.01,0.52,0.88,0.04,0.06,0.78
108588995.00,0.61,0.80,0.18,0.62,0.06,0.61
61669739.00,0.03,0.66,0.73,0.12,0.06,0.61
684539.00,0.88,0.35,0.35,0.07,0.03,0.32
2648188.00,0.73,0.33,0.27,0.30,0.04,0.28
710708.00,0.07,0.47,0.74,0.10,0.12,0.41
3414338.00,0.35,0.76,0.62,0.14,0.22,0.63
1832922.00,0.07,0.83,0.54,0.12,0.34,0.56
2045976.00,0.72,0.78,0.60,0.05,0.43,0.65
2070173.00,0.06,0.75,0.77,0.09,0.04,0.77
121219932.00,0.03,0.70,0.84,0.38,0.08,0.79
89350115.00,0.06,0.62,0.77,0.16,0.14,0.41
705351.00,0.05,0.71,0.72,0.15,0.21,0.56
1005684.00,0.34,0.71,0.49,0.12,0.33,0.14
199299270.00,0.54,0.79,0.43,0.09,0.04,0.46
178881268.00,0.55,0.75,0.50,0.07,0.05,0.93
2690495.00,0.04,0.74,0.58,0.10,0.20,0.50
658139.00,0.04,0.94,0.70,0.34,0.06,0.62
6272689.00,0.38,0.71,0.60,0.18,0.07,0.40
749519.00,0.67,0.75,0.57,0.12,0.07,0.49
951630.00,0.02,0.56,0.53,0.09,0.03,0.41
39497431.00,0.05,0.46,0.63,0.30,0.18,0.53
5906566.00,0.33,0.92,0.58,0.10,0.08,0.60
1782850.00,0.07,0.57,0.56,0.14,0.22,0.08
4760466.00,0.27,0.41,0.40,0.30,0.05,0.22
712159.00,0.07,0.51,0.67,0.15,0.23,0.14
34889291.00,0.13,0.44,0.64,0.12,0.03,0.33
35367373.00,0.22,0.89,0.76,0.16,0.22,0.61
50550074.00,0.07,0.72,0.89,0.36,0.09,0.70
12663455.00,0.04,0.72,0.82,0.05,0.13,0.33
3314537.00,0.08,0.44,0.43,0.14,0.03,0.21
1882930.00,0.20,0.51,0.86,0.13,0.43,0.58
4342652.00,0.44,0.79,0.41,0.22,0.36,0.31
16937156.00,0.65,0.55,0.29,0.15,0.03,0.21
35450045.00,0.14,0.87,0.39,0.09,0.30,0.60
6187526.00,0.90,0.49,0.13,0.09,0.04,0.12
2656626.00,0.95,0.53,0.49,0.12,0.05,0.26
580994.00,0.03,0.77,0.82,0.17,0.04,0.52
738208.00,0.15,0.92,0.69,0.10,0.09,0.71
3598203.00,0.53,0.92,0.61,0.12,0.21,0.75
7372254.00,0.07,0.70,0.61,0.13,0.04,0.60
667717.00,0.68,0.81,0.47,0.18,0.05,0.96
3045331.00,0.05,0.55,0.52,0.15,0.04,0.12
10145015.00,0.11,0.67,0.68,0.10,0.29,0.69
1445027.00,0.33,0.77,0.86,0.08,0.32,0.87
329897898.00,0.78,0.59,0.30,0.12,0.03,0.36
38806331.00,0.07,0.59,0.53,0.07,0.50,0.49
13703387.00,0.13,0.80,0.53,0.41,0.38,0.32
689210.00,0.03,0.76,0.87,0.07,0.05,0.90
78250555.00,0.02,0.71,0.83,0.12,0.15,0.58
45499626.00,0.12,0.55,0.70,0.11,0.16,0.56
25379940.00,0.09,0.90,0.65,0.53,0.29,0.40
5690149.00,0.40,0.50,0.67,0.21,0.03,0.30
290429693.00,0.36,0.80,0.78,0.44,0.04,0.80
1470721.00,0.02,0.86,0.60,0.17,0.36,0.85
2652921.00,0.10,0.63,0.60,0.10,0.03,0.10
1156466.00,0.17,0.60,0.70,0.11,0.37,0.74
6693814.00,0.03,0.87,0.71,0.36,0.23,0.85
2606777.00,0.09,0.72,0.58,0.08,0.04,0.80
139178472.00,0.11,0.48,0.79,0.26,0.10,0.58
12948769.00,0.61,0.74,0.34,0.10,0.04,0.84
71560621.00,0.02,0.72,0.92,0.05,0.05,0.50
13110741.00,0.70,0.75,0.56,0.15,0.03,0.37
5031245.00,0.09,0.69,0.47,0.10,0.04,0.25
160024778.00,0.06,0.62,0.57,0.09,0.08,0.51
3102636.00,0.59,0.85,0.46,0.10,0.05,0.63
8022417.00,0.14,0.75,0.75,0.07,0.52,0.66
936404.00,0.30,0.74,0.63,0.15,0.06,0.31
334206586.00,0.09,0.57,0.91,0.11,0.07,0.79
94502635.00,0.37,0.74,0.82,0.28,0.05,0.71
210758599.00,0.18,0.88,0.53,0.07,0.06,0.69
61208695.00,0.26,0.73,0.54,0.14,0.05,0.64
796634.00,0.04,0.72,0.57,0.11,0.04,0.51
779190.00,0.34,0.83,0.43,0.11,0.20,0.85
59258781.00,0.27,0.80,0.73,0.11,0.05,0.86
98996996.00,0.08,0.70,0.74,0.06,0.03,0.64
75998307.00,0.36,0.79,0.65,0.12,0.11,0.71
17137287.00,0.04,0.64,0.64,0.11,0.06,0.34
4201118.00,0.48,0.81,0.56,0.06,0.07,0.68
476261472.00,0.04,0.68,0.74,0.07,0.03,0.63
156633134.00,0.49,0.36,0.54,0.12,0.09,0.45
94212394.00,0.13,0.72,0.82,0.36,0.05,0.91
2081504.00,0.80,0.43,0.20,0.09,0.05,0.16
5760063.00,0.14,0.75,0.70,0.33,0.21,0.64
1894526.00,0.71,0.65,0.65,0.11,0.04,0.47
6000130.00,0.60,0.28,0.28,0.12,0.03,0.20
7976309.00,0.17,0.67,0.45,0.07,0.30,0.22
3340519.00,0.03,0.49,0.45,0.08,0.11,0.18
1187821.00,0.09,0.85,0.70,0.37,0.27,0.18
5287532.00,0.80,0.79,0.58,0.12,0.11,0.46
8100394.00,0.09,0.63,0.72,0.36,0.06,0.13
6708098.00,0.13,0.76,0.60,0.08,0.18,0.45
45357234.00,0.54,0.65,0.57,0.26,0.08,0.39
58445295.00,0.85,0.79,0.32,0.11,0.17,0.24
821445.00,0.47,0.48,0.33,0.32,0.07,0.34
156299495.00,0.01,0.79,0.58,0.35,0.29,0.44
5784410.00,0.01,0.62,0.61,0.21,0.04,0.24
1371174.00,0.22,0.72,0.71,0.15,0.25,0.44
815137.00,0.21,0.87,0.55,0.14,0.41,0.32
5851689.00,0.28,0.69,0.73,0.11,0.37,0.48
13589374.00,0.26,0.70,0.55,0.12,0.08,0.22
52071069.00,0.12,0.55,0.82,0.34,0.05,0.56
758571.00,0.08,0.83,0.65,0.12,0.51,0.71
102510603.00,0.20,0.75,0.71,0.25,0.49,0.48
123016763.00,0.00,0.57,0.77,0.06,0.21,0.57
379255058.00,0.14,0.75,0.70,0.11,0.34,0.62
63709203.00,0.19,0.47,0.78,0.19,0.04,0.44
765067.00,0.01,0.49,0.44,0.18,0.34,0.09
906509.00,0.05,0.37,0.44,0.34,0.02,0.15
693931.00,0.28,0.50,0.82,0.04,0.06,0.46
2642845.00,0.13,0.76,0.67,0.08,0.20,0.55
574919.00,0.01,0.58,0.44,0.12,0.08,0.45
4440984.00,0.14,0.70,0.51,0.11,0.04,0.14
141548126.00,0.03,0.73,0.77,0.10,0.12,0.73
85180047.00,0.29,0.82,0.74,0.10,0.06,0.36
57339349.00,0.50,0.84,0.81,0.12,0.06,0.81
25079295.00,0.27,0.89,0.47,0.09,0.26,0.44
672044.00,0.23,0.80,0.73,0.22,0.05,0.62
3804442.00,0.44,0.40,0.59,0.45,0.05,0.18
2797062.00,0.28,0.82,0.71,0.15,0.07,0.38
2815675.00,0.08,0.78,0.74,0.16,0.25,0.23
1099428.00,0.20,0.78,0.55,0.38,0.07,0.31
72725969.00,0.37,0.90,0.46,0.24,0.06,0.64
781309.00,0.80,0.37,0.41,0.68,0.04,0.16
18199116.00,0.00,0.50,0.67,0.28,0.04,0.15
4842341.00,0.36,0.76,0.74,0.10,0.04,0.33
3518124.00,0.01,0.39,0.78,0.29,0.24,0.19
917471.00,0.36,0.79,0.47,0.16,0.42,0.44
678315.00,0.82,0.68,0.34,0.29,0.03,0.42
29885511.00,0.90,0.70,0.14,0.19,0.06,0.49
5267131.00,0.09,0.78,0.82,0.31,0.06,0.65
1648506.00,0.01,0.60,0.66,0.13,0.07,0.25
3737079.00,0.13,0.91,0.49,0.13,0.07,0.84
102439186.00,0.05,0.61,0.89,0.09,0.05,0.32
4618966.00,0.18,0.85,0.71,0.24,0.24,0.17
870641.00,0.41,0.87,0.48,0.11,0.07,0.61
9006326.00,0.81,0.56,0.50,0.08,0.06,0.27
525156.00,0.00,0.52,0.85,0.29,0.04,0.65
133050961.00,0.04,0.80,0.89,0.29,0.07,0.46
3310717.00,0.03,0.77,0.88,0.10,0.16,0.72
11261730.00,0.18,0.84,0.78,0.09,0.10,0.75
469560.00,0.07,0.67,0.81,0.06,0.06,0.83
447715.00,0.43,0.87,0.53,0.08,0.10,0.32
71464609.00,0.10,0.97,0.60,0.15,0.18,0.89
608166.00,0.17,0.80,0.72,0.24,0.06,0.63
320000481.00,0.22,0.49,0.60,0.35,0.04,0.17
3666124.00,0.80,0.80,0.55,0.10,0.13,0.45
5532215.00,0.09,0.81,0.83,0.06,0.12,0.70
4571628.00,0.21,0.43,0.55,0.12,0.11,0.28
3784641.00,0.10,0.55,0.59,0.58,0.06,0.52
823961.00,0.62,0.68,0.47,0.14,0.04,0.70
940383.00,0.65,0.66,0.38,0.12,0.08,0.17
10644787.00,0.09,0.57,0.61,0.10,0.11,0.27
12427836.00,0.19,0.84,0.62,0.14,0.18,0.70
2783210.00,0.19,0.60,0.50,0.34,0.07,0.25
32679616.00,0.13,0.67,0.70,0.12,0.07,0.26
951797.00,0.02,0.49,0.54,0.13,0.04,0.21
2439688.00,0.02,0.88,0.68,0.12,0.09,0.49
715520.00,0.04,0.63,0.63,0.04,0.07,0.87
517022.00,0.06,0.67,0.75,0.09,0.03,0.55
11063798.00,0.23,0.62,0.68,0.54,0.36,0.61
88163574.00,0.25,0.69,0.71,0.11,0.34,0.73
35656645.00,0.04,0.67,0.83,0.45,0.09,0.45
13776791.00,0.00,0.86,0.67,0.27,0.34,0.85
2889195.00,0.21,0.84,0.60,0.09,0.20,0.76
269205178.00,0.58,0.51,0.34,0.21,0.04,0.09
614898.00,0.08,0.76,0.74,0.15,0.21,0.27
947551.00,0.02,0.95,0.40,0.15,0.41,0.54
6515207.00,0.41,0.64,0.50,0.34,0.33,0.20
2832943.00,0.62,0.56,0.53,0.12,0.03,0.16
18024467.00,0.46,0.75,0.59,0.19,0.09,0.63
24113854.00,0.01,0.61,0.66,0.20,0.03,0.16
1538036.00,0.03,0.71,0.70,0.39,0.03,0.50
50515501.00,0.02,0.89,0.63,0.10,0.17,0.43
40816958.00,0.16,0.60,0.64,0.10,0.04,0.35
1104639.00,0.26,0.68,0.56,0.11,0.03,0.52
20913726.00,0.30,0.51,0.36,0.10,0.03,0.30
8549842.00,0.22,0.52,0.49,0.15,0.19,0.47
2596568.00,0.06,0.82,0.60,0.09,0.09,0.16
587514.00,0.00,0.53,0.78,0.21,0.17,0.26
8319805.00,0.02,0.74,0.57,0.15,0.19,0.40
2467528.00,0.12,0.58,0.82,0.34,0.10,0.44
32468568.00,0.87,0.23,0.53,0.12,0.04,0.65
545265.00,0.03,0.91,0.42,0.11,0.32,0.50
3245572.00,0.80,0.67,0.16,0.11,0.04,0.20
5742758.00,0.61,0.69,0.87,0.54,0.09,0.79
1148965.00,0.30,0.79,0.57,0.10,0.09,0.56
678061.00,0.09,0.41,0.62,0.40,0.07,0.23
10509784.00,0.51,0.64,0.60,0.13,0.28,0.51
131520555.00,0.56,0.62,0.46,0.14,0.03,0.50
175864298.00,0.33,0.74,0.37,0.13,0.07,0.24
57709013.00,0.28,0.90,0.59,0.08,0.34,0.49
83040132.00,0.06,0.30,0.41,0.09,0.03,0.11
442197.00,0.51,0.69,0.71,0.08,0.04,0.92
812141.00,0.05,0.78,0.57,0.18,0.12,0.48
486959789.00,0.10,0.26,0.44,0.11,0.04,0.10
70088380.00,0.05,0.68,0.79,0.08,0.08,0.84
80389503.00,0.02,0.92,0.60,0.27,0.25,0.83
11314705.00,0.01,0.74,0.60,0.79,0.42,0.27
12525972.00,0.11,0.74,0.51,0.36,0.08,0.52
